job,marital,education,default,housing,loan,contact,month,day_of_week,y
housemaid,married,basic.4y,no,no,yes,cellular,dec,thu,no
retired,married,basic.4y,no,no,no,cellular,dec,thu,yes
housemaid,married,professional.course,no,yes,no,cellular,dec,fri,yes
retired,divorced,basic.4y,no,yes,no,cellular,dec,fri,yes
admin.,married,university.degree,no,no,no,cellular,dec,mon,no
admin.,single,high.school,no,no,no,cellular,dec,mon,no
technician,divorced,professional.course,no,yes,no,cellular,dec,mon,no
student,single,basic.9y,no,yes,no,cellular,dec,mon,no
technician,married,professional.course,no,yes,yes,cellular,dec,mon,no
retired,divorced,high.school,no,yes,yes,telephone,dec,mon,no
student,single,basic.9y,no,yes,no,cellular,dec,mon,no
technician,married,unknown,no,yes,no,cellular,dec,mon,yes
retired,divorced,basic.4y,unknown,yes,no,cellular,dec,mon,yes
retired,married,high.school,no,no,no,cellular,dec,tue,yes
retired,divorced,basic.4y,unknown,yes,no,telephone,dec,tue,no
retired,married,professional.course,no,no,no,telephone,dec,tue,yes
admin.,single,university.degree,no,yes,yes,cellular,dec,tue,yes
blue-collar,married,basic.4y,unknown,yes,no,cellular,dec,tue,yes
admin.,married,high.school,no,yes,no,cellular,dec,tue,no
services,married,basic.9y,no,yes,no,cellular,dec,wed,yes
retired,married,basic.4y,no,yes,no,cellular,dec,wed,no
admin.,divorced,unknown,no,no,no,cellular,dec,wed,no
retired,married,high.school,no,yes,no,cellular,dec,wed,yes
retired,married,basic.4y,no,no,no,cellular,dec,wed,yes
housemaid,married,basic.9y,no,yes,no,cellular,dec,thu,no
management,married,basic.9y,no,yes,no,cellular,dec,thu,no
retired,married,university.degree,no,no,no,cellular,dec,thu,no
technician,married,unknown,no,no,no,cellular,dec,thu,no
student,single,basic.9y,no,no,no,cellular,dec,thu,yes
retired,married,university.degree,no,yes,yes,cellular,dec,thu,yes
student,single,high.school,no,yes,no,cellular,dec,thu,no
student,single,high.school,no,yes,no,cellular,dec,thu,yes
retired,married,university.degree,no,no,yes,cellular,dec,thu,yes
retired,married,university.degree,no,unknown,unknown,cellular,dec,thu,no
unemployed,single,high.school,no,yes,no,cellular,dec,fri,yes
admin.,single,university.degree,no,yes,yes,cellular,dec,fri,no
student,single,university.degree,no,yes,no,cellular,dec,fri,yes
technician,married,high.school,no,no,no,cellular,dec,fri,yes
blue-collar,single,high.school,no,yes,no,cellular,dec,fri,no
self-employed,single,university.degree,no,yes,yes,cellular,dec,fri,no
entrepreneur,divorced,basic.9y,no,no,no,cellular,dec,fri,yes
admin.,married,university.degree,no,yes,no,telephone,dec,fri,no
admin.,married,university.degree,no,no,no,telephone,dec,fri,no
admin.,married,university.degree,no,yes,no,cellular,dec,mon,no
student,single,university.degree,no,no,no,telephone,dec,mon,no
management,married,unknown,no,yes,no,telephone,dec,mon,yes
admin.,married,university.degree,no,no,no,cellular,dec,mon,no
technician,single,university.degree,no,yes,no,cellular,dec,mon,yes
unemployed,single,high.school,no,yes,no,cellular,dec,mon,no
admin.,married,professional.course,no,no,yes,cellular,dec,mon,yes
technician,married,professional.course,no,no,yes,cellular,dec,mon,yes
student,single,basic.9y,no,yes,no,cellular,dec,tue,yes
student,single,high.school,no,yes,no,cellular,dec,tue,no
student,single,basic.9y,no,yes,no,cellular,dec,tue,yes
admin.,married,university.degree,no,yes,no,cellular,dec,tue,yes
technician,single,university.degree,no,yes,no,cellular,dec,tue,yes
student,single,basic.9y,no,yes,no,cellular,dec,tue,no
retired,married,university.degree,no,yes,no,cellular,dec,wed,yes
student,single,unknown,no,yes,no,cellular,dec,wed,no
admin.,married,unknown,no,yes,no,cellular,dec,wed,yes
admin.,married,university.degree,no,yes,no,cellular,dec,thu,yes
blue-collar,married,basic.9y,no,no,yes,cellular,dec,thu,no
admin.,married,university.degree,no,no,no,cellular,dec,thu,yes
admin.,married,university.degree,no,yes,no,cellular,dec,thu,yes
retired,divorced,professional.course,no,yes,no,cellular,dec,thu,no
blue-collar,married,basic.9y,no,yes,no,cellular,dec,thu,no
admin.,married,university.degree,no,no,no,cellular,dec,thu,yes
unemployed,married,professional.course,no,yes,yes,cellular,dec,thu,no
admin.,single,university.degree,no,yes,yes,telephone,dec,thu,no
technician,married,professional.course,no,yes,no,telephone,dec,mon,yes
technician,single,professional.course,no,yes,no,cellular,dec,mon,yes
retired,married,professional.course,no,no,no,cellular,dec,mon,no
self-employed,married,university.degree,no,no,no,cellular,dec,mon,no
admin.,married,university.degree,no,yes,yes,cellular,dec,mon,no
admin.,married,university.degree,no,no,yes,cellular,dec,mon,yes
unemployed,married,professional.course,no,yes,no,cellular,dec,mon,yes
unemployed,single,university.degree,no,yes,no,cellular,dec,mon,yes
admin.,married,university.degree,no,yes,yes,telephone,dec,mon,yes
student,single,university.degree,no,yes,no,cellular,dec,mon,no
unknown,single,unknown,unknown,yes,no,cellular,dec,mon,no
retired,married,professional.course,no,no,no,cellular,dec,mon,no
self-employed,single,university.degree,no,yes,no,cellular,dec,mon,yes
management,divorced,university.degree,no,no,no,cellular,dec,mon,yes
self-employed,married,university.degree,no,no,yes,cellular,dec,mon,yes
admin.,married,university.degree,no,yes,no,cellular,dec,tue,no
management,married,university.degree,no,yes,no,telephone,dec,tue,no
retired,divorced,high.school,no,yes,no,cellular,dec,tue,yes
blue-collar,married,basic.9y,no,yes,no,cellular,dec,tue,yes
technician,single,university.degree,no,yes,no,cellular,dec,tue,yes
technician,single,university.degree,no,yes,no,cellular,dec,tue,yes
admin.,single,university.degree,no,yes,no,cellular,dec,tue,yes
admin.,married,university.degree,no,no,yes,cellular,dec,tue,yes
admin.,single,university.degree,no,yes,no,cellular,dec,tue,no
technician,single,university.degree,no,yes,no,cellular,dec,tue,no
admin.,married,university.degree,no,no,no,cellular,dec,tue,no
retired,divorced,high.school,no,no,yes,cellular,dec,tue,yes
blue-collar,married,professional.course,no,yes,no,cellular,dec,wed,yes
student,married,high.school,no,yes,no,cellular,dec,wed,no
admin.,married,high.school,no,yes,no,cellular,dec,wed,no
management,married,university.degree,no,no,no,cellular,dec,thu,no
management,married,university.degree,no,yes,no,cellular,dec,thu,no
admin.,single,university.degree,no,yes,no,telephone,mar,mon,yes
technician,married,university.degree,no,yes,no,telephone,mar,mon,no
blue-collar,married,high.school,no,yes,no,telephone,mar,tue,yes
retired,divorced,professional.course,no,yes,no,cellular,mar,tue,yes
retired,married,basic.4y,no,yes,no,cellular,mar,tue,yes
retired,married,professional.course,no,no,yes,cellular,mar,tue,yes
admin.,divorced,professional.course,no,yes,no,cellular,mar,tue,no
blue-collar,married,high.school,no,no,no,cellular,mar,tue,yes
technician,married,professional.course,no,yes,no,cellular,mar,tue,yes
technician,married,professional.course,no,yes,yes,cellular,mar,tue,no
technician,married,professional.course,no,no,yes,telephone,mar,tue,no
technician,married,professional.course,no,yes,no,cellular,mar,tue,no
admin.,married,university.degree,no,unknown,unknown,cellular,mar,tue,yes
retired,married,professional.course,no,no,no,cellular,mar,tue,no
retired,married,professional.course,no,no,no,cellular,mar,tue,yes
technician,married,high.school,no,yes,no,cellular,mar,tue,yes
unknown,single,university.degree,no,no,no,cellular,mar,tue,no
student,single,basic.6y,no,yes,no,cellular,mar,tue,yes
admin.,divorced,professional.course,no,yes,no,cellular,mar,tue,yes
blue-collar,single,basic.6y,no,no,no,cellular,mar,tue,yes
services,single,high.school,no,yes,no,telephone,mar,tue,yes
technician,married,professional.course,no,yes,no,cellular,mar,tue,yes
admin.,married,university.degree,no,yes,no,cellular,mar,wed,yes
student,single,basic.9y,no,no,no,cellular,mar,wed,yes
blue-collar,single,high.school,no,no,no,cellular,mar,wed,yes
blue-collar,single,high.school,no,yes,no,telephone,mar,wed,yes
admin.,single,university.degree,no,yes,no,cellular,mar,wed,yes
blue-collar,single,high.school,no,yes,no,cellular,mar,wed,yes
management,married,university.degree,no,no,no,telephone,mar,wed,no
admin.,single,high.school,no,no,no,cellular,mar,wed,yes
student,single,basic.9y,no,yes,no,cellular,mar,wed,yes
admin.,married,high.school,no,yes,no,cellular,mar,wed,no
technician,single,university.degree,no,yes,no,telephone,mar,wed,no
management,single,university.degree,no,no,no,telephone,mar,wed,yes
technician,single,university.degree,no,yes,yes,cellular,mar,thu,yes
admin.,single,university.degree,no,yes,no,cellular,mar,thu,no
technician,single,university.degree,no,yes,no,cellular,mar,thu,yes
services,married,high.school,unknown,yes,no,cellular,mar,thu,yes
admin.,married,professional.course,no,no,yes,telephone,mar,thu,no
technician,single,university.degree,no,no,no,cellular,mar,thu,yes
management,married,university.degree,no,no,no,cellular,mar,thu,yes
admin.,divorced,university.degree,no,no,no,cellular,mar,thu,yes
admin.,divorced,university.degree,no,yes,yes,cellular,mar,thu,no
blue-collar,single,basic.9y,no,no,no,cellular,mar,thu,no
admin.,married,university.degree,no,yes,no,telephone,mar,thu,no
blue-collar,single,basic.9y,no,no,no,cellular,mar,thu,yes
retired,divorced,basic.4y,no,yes,no,cellular,mar,thu,no
admin.,divorced,university.degree,no,yes,no,telephone,mar,thu,no
admin.,married,professional.course,no,yes,no,cellular,mar,thu,yes
student,single,university.degree,no,yes,no,telephone,mar,fri,no
retired,married,university.degree,no,no,no,cellular,mar,fri,no
blue-collar,married,high.school,no,yes,no,cellular,mar,fri,yes
admin.,divorced,university.degree,no,yes,yes,cellular,mar,fri,yes
unemployed,married,high.school,no,no,no,telephone,mar,fri,yes
retired,married,professional.course,no,no,no,cellular,mar,fri,yes
entrepreneur,single,professional.course,no,yes,no,cellular,mar,fri,yes
retired,single,professional.course,no,no,no,cellular,mar,fri,no
technician,single,high.school,no,no,no,cellular,mar,fri,no
technician,single,professional.course,no,no,no,cellular,mar,fri,no
technician,divorced,professional.course,no,no,no,telephone,mar,fri,yes
retired,married,unknown,no,no,yes,cellular,mar,fri,yes
student,single,high.school,no,no,no,cellular,mar,fri,yes
student,single,basic.9y,no,no,no,cellular,mar,fri,no
technician,married,university.degree,no,yes,no,cellular,mar,fri,yes
admin.,divorced,university.degree,no,no,no,cellular,mar,fri,yes
technician,single,high.school,no,yes,no,cellular,mar,fri,yes
admin.,divorced,university.degree,no,yes,no,cellular,mar,fri,yes
admin.,divorced,university.degree,no,yes,no,cellular,mar,fri,yes
self-employed,married,university.degree,no,yes,no,cellular,mar,mon,yes
management,married,basic.4y,no,yes,no,cellular,mar,mon,no
technician,single,professional.course,no,no,no,cellular,mar,mon,no
admin.,single,high.school,no,no,no,cellular,mar,mon,no
services,single,university.degree,no,yes,no,cellular,mar,mon,no
management,single,university.degree,no,yes,no,cellular,mar,mon,no
retired,married,unknown,no,yes,no,telephone,mar,mon,yes
admin.,single,unknown,no,yes,no,cellular,mar,mon,yes
blue-collar,married,basic.9y,unknown,yes,no,cellular,mar,mon,yes
blue-collar,married,basic.9y,unknown,no,no,cellular,mar,mon,no
services,single,university.degree,no,yes,no,cellular,mar,mon,yes
blue-collar,married,basic.9y,unknown,no,no,cellular,mar,mon,yes
blue-collar,married,basic.4y,no,yes,no,cellular,mar,mon,yes
self-employed,single,university.degree,no,yes,no,cellular,mar,mon,yes
admin.,single,university.degree,no,no,no,cellular,mar,mon,yes
blue-collar,married,basic.9y,unknown,no,no,cellular,mar,mon,yes
services,single,university.degree,no,no,no,cellular,mar,mon,no
retired,married,university.degree,no,no,no,cellular,mar,tue,yes
admin.,single,university.degree,no,no,no,telephone,mar,tue,yes
blue-collar,married,basic.6y,no,yes,yes,cellular,mar,tue,yes
admin.,single,high.school,no,no,no,cellular,mar,tue,yes
blue-collar,single,professional.course,no,yes,yes,cellular,mar,tue,yes
admin.,single,university.degree,no,yes,no,cellular,mar,tue,yes
admin.,single,university.degree,no,no,no,cellular,mar,tue,yes
admin.,single,university.degree,no,yes,yes,cellular,mar,tue,yes
admin.,single,university.degree,no,no,yes,cellular,mar,tue,yes
unemployed,divorced,university.degree,no,no,no,cellular,mar,tue,yes
admin.,single,university.degree,no,no,yes,cellular,mar,tue,yes
admin.,single,university.degree,no,no,yes,cellular,mar,tue,yes
retired,married,university.degree,no,no,no,cellular,mar,tue,yes
admin.,single,high.school,no,no,no,cellular,mar,tue,yes
admin.,single,university.degree,no,yes,no,cellular,mar,tue,no
admin.,single,university.degree,no,yes,yes,cellular,mar,tue,yes
blue-collar,single,high.school,no,no,no,telephone,mar,tue,yes
blue-collar,single,professional.course,no,no,yes,cellular,mar,tue,yes
unemployed,married,high.school,no,yes,no,cellular,mar,wed,yes
self-employed,married,university.degree,no,yes,no,cellular,mar,wed,yes
technician,married,university.degree,no,yes,yes,cellular,mar,wed,no
self-employed,single,university.degree,no,yes,yes,cellular,mar,wed,no
self-employed,single,university.degree,no,yes,no,telephone,mar,wed,no
technician,married,university.degree,no,no,no,cellular,mar,wed,no
admin.,married,high.school,no,yes,no,cellular,mar,wed,yes
admin.,single,university.degree,no,yes,no,cellular,mar,thu,yes
admin.,married,university.degree,no,no,yes,telephone,mar,thu,no
technician,single,university.degree,no,yes,no,cellular,mar,thu,no
admin.,divorced,university.degree,no,yes,no,cellular,mar,thu,no
admin.,married,university.degree,no,no,no,telephone,mar,thu,no
admin.,married,university.degree,no,yes,no,cellular,mar,thu,yes
services,married,high.school,no,yes,no,cellular,mar,thu,yes
admin.,divorced,university.degree,no,yes,no,cellular,mar,thu,no
technician,married,professional.course,no,no,no,telephone,mar,thu,no
admin.,married,university.degree,no,yes,no,cellular,mar,thu,no
admin.,single,university.degree,no,no,no,cellular,mar,thu,no
self-employed,married,professional.course,no,yes,no,cellular,mar,thu,yes
services,single,professional.course,no,yes,no,cellular,mar,fri,no
self-employed,divorced,university.degree,no,no,no,cellular,mar,fri,no
admin.,married,university.degree,no,no,no,cellular,mar,fri,no
student,single,high.school,no,no,no,telephone,mar,fri,yes
housemaid,single,high.school,no,yes,no,cellular,mar,fri,yes
admin.,married,university.degree,no,no,no,cellular,mar,fri,no
student,single,high.school,no,no,no,cellular,mar,fri,yes
services,single,university.degree,no,no,no,cellular,mar,fri,yes
services,single,university.degree,no,yes,no,cellular,mar,fri,yes
retired,married,basic.4y,no,no,no,cellular,mar,fri,yes
technician,married,unknown,no,no,no,cellular,mar,mon,yes
retired,married,university.degree,no,yes,no,cellular,mar,mon,no
retired,married,basic.4y,no,yes,no,cellular,mar,mon,no
technician,married,professional.course,no,no,no,cellular,mar,mon,no
management,married,university.degree,no,yes,no,cellular,mar,mon,no
admin.,single,high.school,no,yes,yes,cellular,mar,mon,yes
technician,married,unknown,no,yes,no,cellular,mar,mon,yes
unemployed,married,university.degree,no,no,yes,cellular,mar,mon,no
technician,married,professional.course,no,yes,no,telephone,mar,mon,no
technician,married,professional.course,no,yes,yes,cellular,mar,mon,no
admin.,single,university.degree,no,no,no,cellular,mar,mon,yes
admin.,married,university.degree,no,yes,no,cellular,mar,mon,no
technician,married,unknown,no,no,no,cellular,mar,mon,no
retired,married,professional.course,no,yes,no,telephone,mar,mon,yes
admin.,single,university.degree,no,no,no,cellular,mar,mon,no
admin.,married,professional.course,no,no,no,cellular,mar,mon,yes
technician,married,unknown,no,no,no,cellular,mar,mon,no
self-employed,married,university.degree,no,yes,no,telephone,mar,mon,yes
unemployed,single,professional.course,no,yes,no,cellular,mar,mon,no
technician,married,professional.course,no,no,no,telephone,mar,mon,yes
unemployed,married,university.degree,no,yes,no,cellular,mar,mon,no
admin.,single,university.degree,no,yes,no,cellular,mar,mon,yes
technician,married,professional.course,no,yes,no,telephone,mar,mon,no
retired,married,basic.4y,no,yes,no,cellular,mar,tue,no
unemployed,single,university.degree,no,yes,no,cellular,mar,tue,yes
self-employed,divorced,university.degree,no,no,no,cellular,mar,tue,yes
unemployed,married,university.degree,no,yes,no,cellular,mar,tue,yes
technician,single,professional.course,no,yes,no,cellular,mar,tue,yes
admin.,married,university.degree,no,yes,no,telephone,mar,tue,no
unemployed,single,university.degree,no,no,no,cellular,mar,tue,yes
admin.,single,university.degree,no,yes,no,telephone,mar,tue,yes
technician,single,professional.course,no,yes,no,telephone,mar,tue,no
services,single,high.school,no,yes,yes,cellular,mar,tue,no
admin.,married,university.degree,no,no,no,cellular,mar,tue,yes
retired,married,high.school,no,no,no,cellular,mar,tue,no
technician,single,university.degree,no,unknown,unknown,cellular,mar,tue,no
retired,married,high.school,no,unknown,unknown,cellular,mar,tue,yes
student,single,high.school,no,no,no,cellular,mar,wed,yes
self-employed,married,university.degree,no,yes,no,cellular,mar,wed,no
technician,married,professional.course,no,yes,yes,cellular,mar,wed,no
retired,married,basic.4y,no,no,no,cellular,mar,wed,no
admin.,married,university.degree,no,yes,no,telephone,mar,wed,no
technician,married,basic.9y,no,no,no,cellular,mar,wed,yes
blue-collar,single,basic.9y,no,unknown,unknown,cellular,mar,thu,yes
technician,married,unknown,no,no,no,cellular,mar,thu,no
admin.,married,unknown,no,no,no,cellular,mar,thu,no
admin.,single,university.degree,no,yes,no,cellular,mar,thu,no
admin.,single,university.degree,no,no,no,cellular,mar,thu,yes
admin.,single,university.degree,no,no,no,cellular,mar,thu,no
services,single,unknown,no,unknown,unknown,cellular,mar,thu,no
admin.,single,university.degree,no,yes,no,cellular,mar,thu,yes
admin.,married,high.school,no,yes,no,cellular,mar,thu,yes
admin.,single,university.degree,no,yes,no,cellular,mar,thu,yes
technician,single,professional.course,no,yes,yes,cellular,mar,thu,yes
technician,single,professional.course,no,yes,no,telephone,mar,thu,no
management,married,university.degree,no,yes,no,cellular,mar,thu,no
admin.,divorced,professional.course,no,no,no,cellular,mar,thu,yes
retired,married,basic.9y,no,no,no,cellular,mar,mon,yes
unemployed,married,basic.9y,no,yes,no,cellular,mar,mon,yes
admin.,single,unknown,no,yes,no,cellular,mar,mon,yes
technician,unknown,university.degree,no,no,no,cellular,mar,mon,yes
technician,unknown,university.degree,no,no,no,cellular,mar,mon,yes
admin.,single,university.degree,no,yes,no,cellular,mar,mon,yes
student,single,unknown,no,no,yes,cellular,mar,mon,yes
student,single,unknown,no,yes,no,cellular,mar,mon,no
student,single,unknown,no,no,no,cellular,mar,mon,no
technician,divorced,high.school,no,no,no,cellular,mar,mon,yes
technician,divorced,high.school,no,no,no,cellular,mar,mon,yes
blue-collar,divorced,high.school,no,no,no,cellular,mar,mon,no
retired,married,unknown,no,no,no,telephone,mar,mon,no
retired,married,basic.9y,no,no,no,cellular,mar,mon,no
admin.,single,unknown,no,no,no,cellular,mar,mon,yes
student,single,unknown,no,no,yes,telephone,mar,tue,yes
blue-collar,married,basic.9y,no,yes,no,cellular,mar,tue,no
student,single,unknown,no,yes,no,cellular,mar,tue,yes
admin.,single,university.degree,no,no,no,cellular,mar,tue,yes
admin.,single,unknown,no,no,no,cellular,mar,tue,yes
admin.,single,university.degree,no,no,no,cellular,mar,tue,yes
student,single,unknown,no,no,no,cellular,mar,thu,yes
student,single,unknown,no,yes,no,cellular,mar,thu,yes
retired,married,basic.4y,no,yes,no,cellular,mar,thu,yes
blue-collar,single,high.school,no,no,no,cellular,mar,thu,no
technician,divorced,university.degree,no,no,no,cellular,mar,thu,yes
admin.,single,unknown,no,no,no,cellular,mar,thu,no
admin.,single,university.degree,no,no,no,cellular,mar,thu,no
admin.,single,unknown,no,yes,no,cellular,mar,thu,no
retired,married,unknown,no,no,no,cellular,mar,thu,yes
housemaid,divorced,basic.4y,no,yes,no,cellular,mar,thu,yes
blue-collar,single,unknown,no,no,no,cellular,mar,fri,no
blue-collar,married,basic.9y,no,no,no,cellular,mar,fri,no
housemaid,divorced,basic.4y,unknown,no,no,cellular,mar,fri,yes
services,single,high.school,no,yes,no,cellular,mar,fri,no
services,single,high.school,no,yes,no,cellular,mar,fri,no
blue-collar,single,unknown,no,yes,no,cellular,mar,fri,yes
admin.,single,high.school,no,yes,no,cellular,mar,fri,no
self-employed,single,university.degree,no,no,no,cellular,mar,fri,yes
admin.,single,university.degree,no,no,no,cellular,mar,fri,no
admin.,divorced,high.school,no,no,no,cellular,mar,fri,no
retired,married,basic.4y,no,yes,no,telephone,mar,fri,no
admin.,single,university.degree,no,no,no,cellular,mar,fri,no
admin.,married,university.degree,no,yes,yes,cellular,mar,fri,no
blue-collar,married,basic.9y,no,no,no,cellular,mar,fri,no
services,married,high.school,no,no,no,cellular,mar,mon,yes
services,married,high.school,no,no,no,cellular,mar,mon,no
services,married,high.school,no,yes,no,cellular,mar,mon,no
services,married,high.school,no,yes,no,cellular,mar,mon,no
services,married,high.school,no,no,no,cellular,mar,mon,no
admin.,single,university.degree,no,yes,no,cellular,mar,mon,no
management,married,university.degree,no,no,no,cellular,mar,mon,yes
blue-collar,married,unknown,no,no,no,cellular,mar,mon,no
services,married,high.school,no,yes,no,cellular,mar,mon,no
services,single,unknown,no,no,no,cellular,mar,mon,no
services,married,high.school,no,yes,no,telephone,mar,mon,no
blue-collar,married,basic.4y,no,no,no,telephone,mar,mon,yes
technician,divorced,professional.course,no,yes,no,cellular,mar,tue,no
retired,married,basic.4y,unknown,yes,no,cellular,mar,tue,no
retired,divorced,basic.4y,no,yes,no,cellular,mar,tue,yes
admin.,divorced,university.degree,no,yes,no,cellular,mar,tue,yes
admin.,single,university.degree,no,yes,no,cellular,mar,tue,yes
self-employed,married,professional.course,no,yes,no,telephone,mar,tue,yes
management,married,university.degree,no,unknown,unknown,cellular,mar,tue,no
admin.,single,university.degree,no,yes,no,cellular,mar,tue,no
admin.,single,university.degree,no,no,no,cellular,mar,tue,yes
technician,divorced,professional.course,no,yes,no,cellular,mar,tue,yes
retired,married,basic.4y,no,yes,no,cellular,mar,wed,yes
unemployed,divorced,basic.4y,no,no,no,cellular,mar,wed,yes
unemployed,divorced,basic.4y,no,yes,no,cellular,mar,wed,yes
admin.,single,university.degree,no,no,no,cellular,mar,wed,yes
admin.,single,university.degree,no,yes,no,cellular,mar,wed,yes
admin.,single,university.degree,no,yes,no,cellular,mar,wed,no
admin.,single,university.degree,no,yes,no,cellular,mar,wed,yes
management,married,university.degree,no,yes,no,telephone,mar,wed,no
housemaid,married,basic.4y,no,yes,yes,cellular,apr,thu,yes
admin.,single,university.degree,no,no,yes,cellular,apr,thu,no
admin.,single,university.degree,no,yes,no,cellular,apr,thu,yes
student,single,unknown,no,yes,no,telephone,apr,thu,yes
admin.,divorced,high.school,no,no,no,telephone,apr,thu,yes
student,single,unknown,no,yes,no,cellular,apr,thu,no
admin.,divorced,high.school,no,yes,no,telephone,apr,thu,yes
student,single,unknown,no,no,no,cellular,apr,thu,no
retired,divorced,basic.4y,no,no,no,cellular,apr,thu,no
admin.,single,university.degree,no,yes,no,cellular,apr,thu,yes
admin.,divorced,high.school,no,yes,yes,telephone,apr,thu,yes
admin.,single,university.degree,no,yes,no,cellular,apr,tue,yes
technician,single,professional.course,no,no,no,cellular,apr,tue,no
technician,married,professional.course,no,no,yes,cellular,apr,tue,yes
admin.,single,university.degree,no,no,no,cellular,apr,tue,yes
admin.,married,high.school,no,yes,no,cellular,apr,tue,yes
retired,married,basic.4y,no,no,no,cellular,apr,tue,no
housemaid,divorced,basic.4y,no,unknown,unknown,cellular,apr,tue,yes
retired,married,basic.4y,no,no,no,cellular,apr,wed,yes
technician,married,professional.course,no,no,no,cellular,apr,thu,no
management,divorced,university.degree,no,yes,no,cellular,apr,thu,yes
retired,married,unknown,no,yes,no,cellular,apr,thu,no
management,divorced,university.degree,no,yes,yes,cellular,apr,thu,no
management,divorced,university.degree,no,no,no,cellular,apr,thu,no
housemaid,single,professional.course,no,no,yes,cellular,apr,thu,yes
unemployed,single,university.degree,no,yes,no,cellular,apr,thu,yes
retired,married,professional.course,no,no,no,cellular,apr,thu,yes
technician,married,university.degree,no,unknown,unknown,cellular,apr,thu,yes
retired,married,professional.course,no,yes,no,cellular,apr,thu,no
technician,married,professional.course,no,yes,no,telephone,apr,mon,yes
admin.,married,high.school,no,yes,no,cellular,apr,mon,yes
management,single,university.degree,no,no,no,cellular,apr,mon,no
admin.,married,university.degree,no,yes,no,cellular,apr,mon,no
admin.,single,university.degree,no,yes,no,cellular,apr,mon,no
housemaid,single,professional.course,no,yes,no,cellular,apr,mon,no
entrepreneur,married,basic.9y,no,yes,no,cellular,apr,mon,no
housemaid,single,professional.course,no,no,no,cellular,apr,mon,no
admin.,single,university.degree,no,no,no,cellular,apr,mon,no
admin.,married,professional.course,no,yes,no,cellular,apr,mon,yes
admin.,married,high.school,unknown,no,no,cellular,apr,mon,no
housemaid,divorced,basic.4y,no,yes,no,telephone,apr,mon,no
admin.,single,university.degree,no,yes,no,cellular,apr,mon,no
housemaid,single,professional.course,no,no,no,cellular,apr,mon,no
technician,married,high.school,no,no,no,cellular,apr,mon,no
blue-collar,married,basic.4y,no,no,no,cellular,apr,mon,yes
admin.,single,university.degree,no,yes,no,cellular,apr,mon,no
admin.,married,university.degree,no,yes,no,cellular,apr,mon,yes
technician,married,high.school,no,no,no,cellular,apr,mon,yes
management,single,university.degree,no,no,no,cellular,apr,tue,no
admin.,single,university.degree,no,yes,yes,cellular,apr,tue,yes
housemaid,married,basic.4y,no,yes,yes,cellular,apr,tue,yes
admin.,married,university.degree,no,yes,yes,cellular,apr,tue,yes
student,single,basic.4y,no,yes,yes,cellular,apr,tue,yes
student,single,basic.4y,no,yes,yes,cellular,apr,tue,yes
entrepreneur,married,basic.4y,no,yes,yes,cellular,apr,tue,yes
admin.,single,basic.9y,no,yes,yes,telephone,apr,wed,yes
admin.,married,university.degree,no,yes,no,cellular,apr,thu,no
admin.,married,university.degree,no,no,no,telephone,apr,thu,yes
retired,married,university.degree,no,no,no,cellular,apr,thu,yes
admin.,married,university.degree,no,yes,yes,cellular,apr,thu,yes
admin.,married,university.degree,no,yes,no,cellular,apr,thu,yes
admin.,married,university.degree,no,yes,no,cellular,apr,thu,yes
admin.,married,university.degree,no,yes,yes,cellular,apr,thu,yes
services,single,basic.4y,no,no,no,cellular,apr,thu,no
admin.,married,professional.course,no,yes,no,cellular,apr,thu,no
services,single,high.school,no,no,no,cellular,apr,thu,no
services,married,professional.course,no,yes,no,cellular,apr,thu,yes
retired,married,basic.4y,no,yes,no,cellular,apr,fri,no
admin.,married,university.degree,no,yes,no,cellular,apr,fri,yes
retired,married,university.degree,no,yes,no,cellular,apr,fri,yes
technician,married,professional.course,no,yes,no,cellular,apr,fri,no
technician,single,university.degree,no,yes,no,telephone,apr,fri,yes
retired,divorced,basic.4y,no,yes,yes,cellular,apr,mon,yes
self-employed,single,unknown,no,no,no,cellular,apr,mon,no
admin.,single,university.degree,no,yes,no,cellular,apr,mon,no
self-employed,single,unknown,no,no,no,cellular,apr,mon,no
admin.,married,high.school,no,no,no,cellular,apr,mon,no
retired,divorced,basic.4y,no,no,no,cellular,apr,mon,yes
retired,divorced,basic.4y,no,yes,no,cellular,apr,mon,yes
retired,divorced,basic.4y,no,no,yes,cellular,apr,mon,no
retired,married,basic.4y,no,no,no,telephone,apr,mon,yes
housemaid,married,basic.4y,unknown,no,no,cellular,apr,tue,yes
housemaid,married,basic.4y,unknown,yes,no,cellular,apr,tue,yes
housemaid,married,basic.4y,unknown,no,no,cellular,apr,tue,no
retired,divorced,high.school,no,no,no,telephone,apr,tue,yes
housemaid,married,basic.4y,unknown,yes,no,cellular,apr,tue,yes
retired,married,basic.4y,no,yes,no,telephone,apr,tue,no
management,married,unknown,no,yes,no,cellular,apr,tue,yes
retired,married,high.school,no,yes,no,cellular,apr,tue,no
admin.,divorced,high.school,no,no,no,cellular,apr,wed,no
retired,divorced,basic.4y,no,yes,no,cellular,apr,wed,yes
housemaid,married,basic.4y,no,yes,no,telephone,apr,wed,yes
retired,divorced,basic.4y,no,yes,no,cellular,apr,wed,no
retired,divorced,basic.4y,no,yes,no,telephone,apr,wed,yes
retired,divorced,basic.4y,no,yes,no,telephone,apr,wed,yes
retired,divorced,basic.4y,no,yes,yes,cellular,apr,wed,yes
